Brand,Car Model,Car Name,Car Transmission,KM driven,Owner Type,Fuel Type,Registration ID,Monthly EMI,Car Price,Downpayment Amount,Location,City
Hyundai,2017,Grand i10 SPORTZ (O) 1.2 KAPPA VTVT,Manual,99987,1st,CNG,DL7C-M8561,8133,416000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Honda,2017,WR-V 1.2L I-VTEC VX MT,Manual,26586,1st,Petrol,DL3C-CM8288,12825,656000,0,Sector-18,Delhi
Hyundai,2017,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,73253,1st,CNG,DL4C-AX8347,8172,418000,0,Sector-18,Delhi
Maruti,2017,Baleno DELTA PETROL 1.2,Manual,75735,1st,Petrol,UP80-EC7276,8876,454000,0,KW Delhi 6,Delhi
Honda,2016,City 1.5L I-VTEC VX,Manual,56424,2nd,Petrol,HR26-CV9810,12532,641000,0,"Metro Walk, Rohini, New Delhi",Delhi
Hyundai,2011,i20 SPORTZ 1.2,Manual,99510,1st,Petrol,DL8C-T9313,10215,217000,0,Chhatarpur,Delhi
Ford,2016,Ecosport TITANIUM 1.5L PETROL,Manual,70506,1st,Petrol,DL12-CJ5165,10831,554000,0,Chhatarpur,Delhi
Maruti,2020,Baleno DELTA PETROL 1.2,Manual,31279,1st,Petrol,HR26-EJ7097,11789,603000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Maruti,2023,New Wagon-R LXI CNG 1.0,Manual,12684,1st,CNG,DL4C-BC2801,12297,629000,0,Sector-18,Delhi
Mahindra,2021,XUV300 W8 (O) 1.5 DIESEL,Manual,18252,2nd,Diesel,UP14-EU6693,19053,1001000,0,KW Delhi 6,Delhi
Maruti,2020,New Wagon-R LXI 1.0,Manual,17049,1st,Petrol,HR30-W0801,9130,467000,0,Parsvnath City Mall,Delhi
Honda,2019,BR-V 1.5L I-VTEC S,Manual,63922,1st,Petrol,DL10-CL8833,14233,728000,0,Sector-18,Delhi
Ford,2019,Ecosport TITANIUM 1.5L DIESEL,Manual,71456,1st,Diesel,HR51-BW5106,16105,724000,0,Parsvnath City Mall,Delhi
Renault,2021,TRIBER RXL MT,Manual,26568,1st,Petrol,DL12-CT7963,10766,551000,0,"Metro Walk, Rohini, New Delhi",Delhi
Renault,2018,Kwid RXT 1.0,Manual,88670,1st,Petrol,HR26-DS1710,6178,316000,0,Parsvnath City Mall,Delhi
Honda,2017,WR-V 1.2L I-VTEC VX MT,Manual,26623,1st,Petrol,DL3C-CM7351,12825,656000,0,GIP Mall,Delhi
Hyundai,2021,VENUE SX 1.0 TURBO IMT,Manual,43632,1st,Petrol,DL7C-S1911,16598,872000,0,Chhatarpur,Delhi
Maruti,2016,Celerio ZXI AMT (O),Automatic,56372,1st,CNG,DL1C-V5294,9298,418000,0,Sector-18,Delhi
Maruti,2017,Swift LXI (O),Manual,38009,1st,Petrol,DL5C-N9890,8250,422000,0,GIP Mall,Delhi
Hyundai,2014,Grand i10 ASTA AT 1.2 KAPPA VTVT,Automatic,19375,1st,Petrol,DL10-CS3069,9432,424000,0,KW Delhi 6,Delhi
Hyundai,2019,Creta SX AT 1.6 DIESEL,Automatic,67168,1st,Diesel,HR26-DX6080,24047,1106000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Maruti,2015,Swift LXI (O),Manual,77779,1st,Petrol,DL2C-AT8897,7312,374000,0,GIP Mall,Delhi
Maruti,2021,Baleno DELTA PETROL 1.2,Manual,6145,2nd,Petrol,DL9C-AW9669,12512,640000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Honda,2019,Amaze 1.2L I-VTEC S,Manual,24871,1st,Petrol,HR36-AG6670,11808,604000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Tata,2019,Tiago XT DIESEL,Manual,74448,1st,Diesel,UP16-CD8352,9792,440000,0,GIP Mall,Delhi
Hyundai,2020,AURA SX+ 1.0 TURBO GDI MT,Manual,63013,1st,Petrol,UP16-CR3281,13607,696000,0,GIP Mall,Delhi
KIA,2020,SONET HTK PLUS 1.5,Manual,64930,1st,Diesel,HR26-EM6150,16084,844999,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Honda,2013,City 1.5L I-VTEC S MT,Manual,26737,1st,Petrol,DL13-CC2711,10692,405999,0,Chhatarpur,Delhi
KIA,2021,SONET HTK PLUS 1.0 DCT,Automatic,27310,1st,Petrol,DL1C-AH5396,18939,994999,0,"Metro Walk, Rohini, New Delhi",Delhi
Hyundai,2015,Elite i20 MAGNA 1.2,Manual,38116,1st,Petrol,DL10-CS6590,8524,436000,0,Chhatarpur,Delhi
Maruti,2018,Celerio ZXI,Manual,34214,1st,Petrol,HR26-DN6763,8348,426999,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Tata,2021,Tiago XT PETROL,Manual,20843,1st,Petrol,HR98-A5831,10557,540000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Honda,2018,Amaze 1.2L I-VTEC VX,Manual,26314,1st,Petrol,HR26-DR9168,11169,571000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Maruti,2022,Celerio LXI,Manual,10035,1st,Petrol,DL9C-AY6651,9736,498000,0,Sector-18,Delhi
Hyundai,2019,NEW SANTRO SPORTZ MT,Manual,61630,2nd,Petrol,DL10-CN1277,8035,411000,0,GIP Mall,Delhi
Maruti,2015,Ciaz VXI+,Manual,16998,1st,Petrol,HR26-CQ0470,10627,544000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Maruti,2022,Baleno ALPHA 1.2 AGS,Automatic,26539,1st,Petrol,UP37-S6794,16198,851000,0,Sector-18,Delhi
KIA,2022,SONET HTX 1.0 IMT,Manual,36545,1st,Petrol,DL4C-BB3465,21033,1105000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Hyundai,2018,Creta SX PLUS 1.6 PETROL,Manual,48729,2nd,Petrol,DL12-CN0588,15627,821000,0,GIP Mall,Delhi
Hyundai,2021,NEW SANTRO SPORTZ AMT,Automatic,21850,1st,Petrol,HR98-C0447,10596,542000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Renault,2021,Kwid RXL 1.0 AMT,Automatic,27646,1st,Petrol,DL12-CU0235,8524,436000,0,Sector-18,Delhi
Renault,2021,Kwid RXL 1.0,Manual,10879,1st,Petrol,DL10-CP8473,8006,409000,0,Sector-18,Delhi
Hyundai,2012,i20 MAGNA (O) 1.2,Manual,32905,2nd,Petrol,DL2C-AR1695,7971,240000,0,Chhatarpur,Delhi
Maruti,2015,Ciaz VXI+,Manual,56400,1st,Petrol,DL9C-AK6344,9873,505000,0,Chhatarpur,Delhi
Maruti,2014,Ertiga VXI,Manual,56777,1st,Petrol,DL9C-AL0360,11278,507000,0,"Metro Walk, Rohini, New Delhi",Delhi
Hyundai,2019,NEW SANTRO SPORTZ CNG,Manual,37323,1st,CNG,DL8C-AX9418,9814,501999,0,GIP Mall,Delhi
Maruti,2021,Baleno SIGMA PETROL 1.2,Manual,20654,1st,Petrol,DL3C-CU2317,11789,603000,0,GIP Mall,Delhi
Tata,2020,NEXON XZA PLUS SUNROOF PETROL,Automatic,61402,1st,Petrol,HR26-EJ9690,15532,816000,0,"Metro Walk, Rohini, New Delhi",Delhi
KIA,2022,SONET HTX 1.0 IMT,Manual,29811,1st,Petrol,HR36-AM7376,21509,1130000,0,Parsvnath City Mall,Delhi
Renault,2022,Kwid RXT 1.0 AMT,Automatic,12136,1st,Petrol,UP16-DK3212,9501,486000,0,Sector-18,Delhi
Hyundai,2018,Verna 1.6 VTVT SX (O) AT,Automatic,53602,2nd,Petrol,HR26-DS4398,15570,818000,0,"Metro Walk, Rohini, New Delhi",Delhi
Maruti,2017,Baleno DELTA PETROL 1.2,Manual,68670,1st,Petrol,DL6C-Q4910,9286,475000,0,KW Delhi 6,Delhi
Maruti,2018,IGNIS DELTA 1.2 AMT,Automatic,100481,1st,CNG,UP16-BU5759,10499,472000,0,GIP Mall,Delhi
Mahindra,2019,XUV300 W8 1.2 PETROL,Manual,12219,1st,Petrol,DL7C-R0623,16845,885000,0,"Metro Walk, Rohini, New Delhi",Delhi
Nissan,2015,Micra XV CVT,Automatic,54569,1st,Petrol,DL2C-AT5319,7058,361000,0,Sector-18,Delhi
Hyundai,2017,Creta E 1.6 PETROL,Manual,42305,2nd,Petrol,HR26-DE1727,13138,672000,0,Parsvnath City Mall,Delhi
Tata,2021,Harrier XZA PLUS 2.0L KAZIRANGA,Automatic,21995,1st,Diesel,DL9C-AW6675,33405,1755000,0,"Metro Walk, Rohini, New Delhi",Delhi
Honda,2017,City 1.5L I-VTEC VX,Manual,99063,1st,Petrol,DL3C-CL6799,13529,692000,0,GIP Mall,Delhi
Maruti,2020,Baleno ALPHA PETROL 1.2,Manual,65829,2nd,Petrol,DL2C-BB4257,11984,613000,0,Sector-18,Delhi
Toyota,2021,URBAN CRUISER MID GRADE AT,Automatic,29116,1st,Petrol,HR70-F4947,17169,902000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Maruti,2021,Baleno DELTA PETROL 1.2,Manual,18460,2nd,Petrol,DL8C-BB7006,11808,604000,0,GIP Mall,Delhi
Tata,2018,NEXON XZA PLUS PETROL DUAL TONE,Automatic,85549,1st,Petrol,DL1C-AA4204,13529,692000,0,"Metro Walk, Rohini, New Delhi",Delhi
Hyundai,2019,NEW SANTRO SPORTZ MT,Manual,62309,1st,Petrol,DL9C-AS4301,8622,441000,0,KW Delhi 6,Delhi
KIA,2020,SONET HTK PLUS 1.5,Manual,67883,1st,Diesel,UP14-EN3312,16902,888000,0,KW Delhi 6,Delhi
Maruti,2016,Ciaz VXI,Manual,60410,1st,Petrol,DL9C-AL5407,10029,513000,0,KW Delhi 6,Delhi
Renault,2023,TRIBER RXZ,Manual,14050,1st,Petrol,HR26-FA6632,14936,764000,0,Parsvnath City Mall,Delhi
Maruti,2016,Ciaz ZXI+ RS,Manual,50234,2nd,Petrol,DL4C-AU6188,10518,538000,0,Chhatarpur,Delhi
Maruti,2015,Ciaz VXI+,Manual,109535,1st,Petrol,DL14-CB2149,10499,472000,0,Chhatarpur,Delhi
Maruti,2020,Alto VXI,Manual,27437,1st,Petrol,HR26-EM9485,7097,363000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Honda,2014,City 1.5L I-VTEC V MT,Manual,43727,1st,Petrol,DL3C-CC4187,11055,497000,0,Chhatarpur,Delhi
Nissan,2021,MAGNITE XV PREMIUM DUAL TONE,Manual,42886,1st,Petrol,UP16-CV6723,14291,731000,0,KW Delhi 6,Delhi
Toyota,2022,Glanza V AMT,Automatic,6555,1st,Petrol,HR98-E6780,18254,959000,0,"Metro Walk, Rohini, New Delhi",Delhi
Honda,2020,Amaze 1.2L I-VTEC VX,Manual,38207,1st,Petrol,HR36-AJ3024,13196,675000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Honda,2017,City 1.5L I-VTEC ZX CVT,Manual,85638,1st,Petrol,HR26-DD2823,15210,778000,0,Parsvnath City Mall,Delhi
Hyundai,2019,Creta SX 1.6 DIESEL,Manual,60004,1st,Diesel,DL7C-Q8896,21090,969999,0,"Metro Walk, Rohini, New Delhi",Delhi
Hyundai,2020,VENUE SX 1.0 (O) TURBO IMT,Manual,51164,1st,Petrol,UP16-CQ9119,16255,853999,0,KW Delhi 6,Delhi
Hyundai,2015,Creta SX PLUS 1.6 PETROL,Manual,55897,1st,Petrol,DL3C-CK2212,13548,693000,0,"Metro Walk, Rohini, New Delhi",Delhi
Maruti,2017,Ciaz ALPHA 1.4 PETROL,Manual,93015,1st,Petrol,DL9C-AN2605,11769,602000,0,"Metro Walk, Rohini, New Delhi",Delhi
Hyundai,2022,Creta SX (O) AT KINGHT 1.5 DIESEL,Automatic,35513,1st,Diesel,HR26-EW4517,32339,1698999,0,Parsvnath City Mall,Delhi
Maruti,2014,Alto K10 VXI,Manual,37866,2nd,Petrol,DL5C-K7457,4920,221000,0,GIP Mall,Delhi
Honda,2017,Amaze 1.2L I-VTEC S,Manual,65833,1st,Petrol,DL4C-AX3152,8798,450000,0,Sector-18,Delhi
Ford,2018,Ecosport TITANIUM 1.5L PETROL,Manual,99291,1st,Petrol,HR29-AQ4362,11750,601000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Honda,2011,City 1.5L I-VTEC S MT,Manual,88490,1st,Petrol,DL4C-NC6086,12333,262000,0,GIP Mall,Delhi
Ford,2020,Ecosport TITANIUM 1.5L THUNDER EDTION DIESEL,Manual,71807,2nd,Diesel,HR29-AV7346,15760,827999,0,Parsvnath City Mall,Delhi
Maruti,2019,Baleno ALPHA PETROL 1.2,Manual,25501,2nd,Petrol,HR26-EF3128,11789,603000,0,Parsvnath City Mall,Delhi
Honda,2017,Amaze 1.2L I-VTEC S,Manual,95120,1st,CNG,DL10-CJ2072,8876,454000,0,GIP Mall,Delhi
Honda,2017,BR-V 1.5L I-VTEC S,Manual,21978,1st,Petrol,DL14-CD6617,14448,739000,0,Sector-18,Delhi
Hyundai,2020,VENUE SX 1.0 TURBO,Manual,24972,1st,Petrol,DL5C-R4976,16636,874000,0,Sector-18,Delhi
Maruti,2011,Alto K10 LXI,Manual,14213,1st,Petrol,UP16-AE8365,7296,155000,0,KW Delhi 6,Delhi
Hyundai,2012,i20 ASTA 1.2,Manual,39226,1st,Petrol,DL8C-X5742,10662,321000,0,Sector-18,Delhi
Maruti,2018,Baleno DELTA PETROL 1.2,Manual,26445,1st,Petrol,HR51-BT3598,10147,519000,0,"Metro Walk, Rohini, New Delhi",Delhi
Hyundai,2022,NEW I20 N LINE N6 1.0 TURBO GDI IMT,Manual,10616,1st,Petrol,UP14-FB0380,18368,965000,0,Sector-18,Delhi
Maruti,2020,Baleno DELTA PETROL 1.2,Manual,27841,1st,Petrol,DL5C-R4991,11847,606000,0,GIP Mall,Delhi
Tata,2022,TIGOR XZ PLUS CNG,Manual,37622,1st,CNG,HR26-ET9309,13724,702000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Maruti,2022,New Wagon-R LXI CNG 1.0,Manual,6799,1st,CNG,DL3C-CX2648,12055,617000,0,Sector-18,Delhi
Hyundai,2018,Creta E PLUS 1.6 PETROL,Manual,103702,2nd,Petrol,UP14-DX8100,16083,723000,0,KW Delhi 6,Delhi
Maruti,2023,New Wagon-R LXI 1.0,Manual,2330,1st,Petrol,HR30-AB2530,10811,553000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Hyundai,2020,GRAND I10 NIOS ASTA AMT 1.2 KAPPA VTVT,Automatic,5192,1st,Petrol,DL12-CS7230,13626,697000,0,Sector-18,Delhi
Hyundai,2017,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,26617,1st,Petrol,DL7C-M9405,8504,434999,0,Sector-18,Delhi
Maruti,2019,Celerio ZXI AMT,Automatic,74146,1st,Petrol,DL3C-CR6627,8680,444000,0,GIP Mall,Delhi
Mahindra,2019,XUV500 W5,Manual,45630,1st,Diesel,DL8C-AX3991,21982,1011000,0,Chhatarpur,Delhi
Maruti,2016,Swift VXI ABS,Manual,40875,1st,Petrol,HR30-Q9902,9267,474000,0,Parsvnath City Mall,Delhi
Mahindra,2019,XUV500 W11 (O) AT,Automatic,79978,1st,Diesel,DL8C-AY9653,23069,1061000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Honda,2019,Amaze 1.2L I-VTEC S,Manual,39444,1st,Petrol,DL10-CM3603,11476,587000,0,GIP Mall,Delhi
Ford,2019,Ecosport TITANIUM + 1.5L PETROL AT,Automatic,58384,2nd,Petrol,HR26-DW9828,15608,819999,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Jeep,2019,Compass SPORT PLUS 1.4 PETROL,Manual,59431,1st,Petrol,HR26-EA1619,22555,1185000,0,Parsvnath City Mall,Delhi
Maruti,2019,Baleno DELTA PETROL 1.2,Manual,33410,1st,Petrol,HR26-DW5122,11026,564000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Maruti,2016,Ciaz ZXI,Manual,107298,1st,Petrol,DL3C-CK8131,11078,498000,0,Sector-18,Delhi
Tata,2021,NEXON XZ PLUS PETROL SUNROOF,Manual,9875,1st,Petrol,HR34-L4209,17264,907000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Honda,2011,City 1.5L I-VTEC S MT,Manual,25422,1st,Petrol,DL9C-U2850,13557,288000,0,Parsvnath City Mall,Delhi
Maruti,2018,Ciaz SIGMA 1.5 SHVS MT PETROL,Manual,42990,1st,Petrol,DL3C-CQ5445,12727,651000,0,Sector-18,Delhi
Honda,2015,Jazz 1.2L I-VTEC E,Manual,67759,2nd,Petrol,DL3C-CK7625,7703,394000,0,Sector-18,Delhi
Maruti,2022,BREZZA ZXI SMART HYBRID DUAL TONE,Manual,28284,1st,Petrol,HR30-Z6223,22327,1173000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Honda,2011,City 1.5L I-VTEC S MT,Manual,44829,1st,Petrol,HR26-BM9656,13322,283000,0,Parsvnath City Mall,Delhi
Honda,2019,Jazz 1.5L I-DTEC VX,Manual,27362,1st,Diesel,UP14-EA3668,14014,630000,0,KW Delhi 6,Delhi
Hyundai,2019,VENUE SX PLUS 1.0 TURBO DCT,Automatic,23504,1st,Petrol,HR26-EC8693,18025,947000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Maruti,2015,Swift Dzire LXI (O),Manual,27571,1st,Petrol,DL3C-CB4036,7859,401999,0,KW Delhi 6,Delhi
Volkswagen,2017,Vento HIGHLINE PLUS 1.2 AT 16 ALLOY,Automatic,95879,2nd,Petrol,DL1C-AF6948,12307,629000,0,Sector-18,Delhi
Hyundai,2011,i10 SPORTZ 1.2,Manual,48311,2nd,Petrol,UP14-BN7610,8238,175000,0,GIP Mall,Delhi
Hyundai,2016,Creta S 1.6 PETROL,Manual,109310,1st,Petrol,DL7C-T8701,15171,682000,0,Sector-18,Delhi
Tata,2023,Tiago XM CNG,Manual,17340,1st,CNG,DL9C-BB1230,12238,626000,0,"Metro Walk, Rohini, New Delhi",Delhi
Honda,2018,Amaze 1.2L I-VTEC S,Manual,58804,1st,Petrol,DL11-CB3996,10459,535000,0,Sector-18,Delhi
Hyundai,2011,i10 MAGNA 1.2,Manual,75117,1st,Petrol,DL8C-T7440,8191,174000,0,KW Delhi 6,Delhi
Honda,2019,Amaze 1.2L I-VTEC S,Manual,34940,1st,Petrol,UP16-CH4506,11881,608000,0,KW Delhi 6,Delhi
Maruti,2016,Baleno ZETA PETROL 1.2,Manual,47984,2nd,Petrol,DL10-CT9136,9228,472000,0,GIP Mall,Delhi
Tata,2019,NEXON XZA PLUS PETROL,Automatic,30309,2nd,Petrol,HR26-DZ5088,14487,741000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Renault,2021,Kiger RXZ TURBO MT,Manual,46266,2nd,Petrol,DL7C-V1648,14408,737000,0,Chhatarpur,Delhi
Tata,2023,NEXON XM PETROL,Manual,13397,1st,Petrol,HR51-CK4941,15692,824000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Volkswagen,2015,Vento HIGHLINE 1.6 MPI,Manual,98990,1st,Petrol,UP16-BD2357,10244,524000,0,GIP Mall,Delhi
Maruti,2019,Baleno DELTA PETROL 1.2,Manual,29389,1st,Petrol,DL7C-Q9285,11867,607000,0,GIP Mall,Delhi
Honda,2015,Jazz 1.2L I-VTEC V AT,Automatic,40196,1st,Petrol,DL14-CC1688,8993,459999,0,Sector-18,Delhi
Renault,2019,Duster 110 PS RXS MT DIESEL,Manual,40838,1st,Diesel,UP16-CN4535,17217,774000,0,Sector-18,Delhi
KIA,2020,CARNIVAL PREMIUM 2.2 7 STR,Automatic,66902,1st,Diesel,UP80-FU9596,36475,1916000,0,Sector-18,Delhi
Hyundai,2016,Creta S 1.6 PETROL,Manual,77095,1st,Petrol,HR26-CV3110,13685,700000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Maruti,2023,New Wagon-R LXI 1.0,Manual,2440,1st,Petrol,DL9C-BB7369,10596,542000,0,GIP Mall,Delhi
Maruti,2016,Wagon R 1.0 VXI,Manual,121389,1st,Petrol,HR26-CZ4202,6896,310000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Ford,2018,Ecosport TREND + 1.5L PETROL AT,Automatic,59781,1st,Petrol,HR26-DT1720,13705,701000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Maruti,2015,Baleno DELTA PETROL 1.2,Manual,69216,1st,Petrol,DL12-CJ2428,8758,448000,0,Chhatarpur,Delhi
Maruti,2011,Alto K10 VXI,Manual,100924,2nd,Petrol,DL5C-H9029,7061,150000,0,Sector-18,Delhi
Maruti,2017,Ciaz ZETA 1.4 AT PETROL,Automatic,23202,1st,Petrol,UP16-BS0992,14819,758000,0,Sector-18,Delhi
Maruti,2012,Swift LXI,Manual,41942,1st,Petrol,HR26-BQ9431,9167,276000,0,Parsvnath City Mall,Delhi
Hyundai,2018,Creta SX 1.6 PETROL,Manual,30720,1st,Petrol,DL1C-AA4200,19129,1005000,0,"Metro Walk, Rohini, New Delhi",Delhi
Renault,2022,TRIBER RXL MT,Manual,36693,2nd,Petrol,UP14-FC5723,12747,652000,0,Sector-18,Delhi
Renault,2021,Kiger RXZ AMT,Automatic,30195,1st,Petrol,HR51-CE0327,14545,744000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Honda,2022,Amaze 1.2L I-VTEC VX,Manual,11935,1st,Petrol,UP16-DD3940,15779,828999,0,Sector-18,Delhi
Maruti,2020,Baleno ALPHA CVT PETROL 1.2,Automatic,27579,2nd,Petrol,DL9C-AT0210,14428,738000,0,Sector-18,Delhi
Maruti,2012,Swift VXI,Manual,33978,1st,Petrol,DL13-CA5082,9267,279000,0,KW Delhi 6,Delhi
Tata,2019,Harrier XZ 2.0L,Manual,52417,1st,Diesel,UP14-DY7472,26352,1212000,0,Sector-18,Delhi
Hyundai,2021,VENUE SX 1.0 TURBO,Manual,29239,2nd,Petrol,DL5C-S6197,17016,894000,0,"Metro Walk, Rohini, New Delhi",Delhi
Maruti,2017,Baleno ALPHA PETROL 1.2,Manual,65806,1st,Petrol,DL9C-AN8226,9931,508000,0,Sector-18,Delhi
Honda,2018,City 1.5L I-VTEC ZX CVT,Automatic,82136,2nd,Petrol,HR26-DM6723,15474,792000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Maruti,2018,Baleno ZETA CVT PETROL 1.2,Automatic,18843,1st,Petrol,DL2C-AZ0705,12551,642000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Renault,2021,Kiger RXZ CVT 1.0 TURBO,Manual,12944,1st,Petrol,DL3C-CU9709,15265,802000,0,Chhatarpur,Delhi
Mahindra,2019,TUV300 T8,Manual,84145,1st,Diesel,DL12-CQ8563,15393,692000,0,Sector-18,Delhi
Hyundai,2016,Creta SX PLUS ANNIVERSARY EDITION 1.6 PETROL,Manual,68339,1st,Petrol,HR36-AA1001,15366,786000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Maruti,2020,Baleno DELTA PETROL 1.2,Manual,22952,1st,Petrol,HR26-EL4572,11750,601000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
KIA,2020,SELTOS HTK PLUS AT 1.5 DIESEL,Automatic,82433,1st,Diesel,HR51-CA7647,19719,1036000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Jeep,2020,Compass LIMITED PLUS DIESEL,Manual,47583,1st,Diesel,HR26-EK0645,31007,1629000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Volkswagen,2014,Polo HIGHLINE1.2L,Manual,57569,1st,Petrol,DL8C-Y2143,8342,375000,0,Sector-18,Delhi
Hyundai,2015,Elite i20 ASTA 1.2,Manual,84879,1st,Petrol,HR26-CP2832,9091,465000,0,Parsvnath City Mall,Delhi
Maruti,2016,Ciaz ZXI+,Manual,87163,1st,Petrol,DL3C-CE7154,10714,548000,0,KW Delhi 6,Delhi
Hyundai,2014,Elite i20 MAGNA 1.2,Manual,52966,2nd,Petrol,DL10-CS5517,9156,412000,0,GIP Mall,Delhi
Maruti,2016,Baleno ALPHA PETROL 1.2,Manual,44956,1st,Petrol,DL12-CK6893,10049,513999,0,Chhatarpur,Delhi
Maruti,2020,Alto VXI,Manual,35457,1st,Petrol,DL9C-AV3036,6921,354000,0,"Metro Walk, Rohini, New Delhi",Delhi
Hyundai,2017,Elite i20 SPORTZ 1.2,Manual,43570,1st,Petrol,DL8C-AS9120,10850,555000,0,GIP Mall,Delhi
Honda,2016,City 1.5L I-VTEC VX,Manual,84052,1st,Petrol,DL1C-V0126,12082,618000,0,Chhatarpur,Delhi
Ford,2018,Ecosport TREND + 1.5L PETROL AT,Automatic,75985,1st,Petrol,DL10-CL5921,13196,675000,0,"Metro Walk, Rohini, New Delhi",Delhi
Maruti,2021,Swift VXI AMT,Manual,35510,1st,Petrol,HR26-EM2470,12923,661000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Toyota,2019,Glanza G CVT,Manual,55311,2nd,Petrol,HR26-EF9355,12669,648000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Tata,2021,TIGOR XE PETROL,Manual,24927,1st,Petrol,HR30-X2678,10498,537000,0,"Metro Walk, Rohini, New Delhi",Delhi
Hyundai,2013,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,55136,1st,Petrol,DL4C-BA1497,8137,309000,0,KW Delhi 6,Delhi
Tata,2022,Safari XMA,Automatic,20858,1st,Diesel,HR98-E7772,33728,1772000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Maruti,2014,Swift Dzire ZXI,Manual,78609,2nd,Petrol,DL5C-K7577,7685,346000,0,Chhatarpur,Delhi
Hyundai,2017,Grand i10 SPORTZ (O) 1.2 KAPPA VTVT,Manual,73097,1st,Petrol,DL7C-M7549,8192,419000,0,Sector-18,Delhi
Honda,2014,City 1.5L I-VTEC VX CVT,Automatic,94423,1st,Petrol,DL4C-NC9888,10922,491000,0,Chhatarpur,Delhi
Maruti,2018,Alto K10 VXI (O),Manual,25933,2nd,Petrol,HR03-X8719,6809,348000,0,Parsvnath City Mall,Delhi
Datsun,2021,Redi Go T(O),Manual,41535,2nd,Petrol,DL8C-BC4138,6940,355000,0,Sector-18,Delhi
Tata,2022,Tiago XZ PLUS CNG,Manual,36087,1st,CNG,DL3C-CV5282,13470,689000,0,Sector-18,Delhi
Maruti,2015,Baleno DELTA PETROL 1.2,Manual,70023,1st,Petrol,UP16-BD0046,8758,448000,0,KW Delhi 6,Delhi
Hyundai,2017,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,15492,1st,Petrol,HR72-C1249,8211,420000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Datsun,2021,Redi Go A,Manual,6264,1st,Petrol,DL7C-S4236,6628,339000,0,Sector-18,Delhi
Hyundai,2017,Grand i10 SPORTZ (O) 1.2 KAPPA VTVT,Manual,64850,1st,Petrol,DL8C-AR4017,8583,438999,0,Sector-18,Delhi
Maruti,2013,Wagon R 1.0 LXI CNG,Manual,75892,1st,CNG,DL4C-AS3058,11674,248000,0,Sector-18,Delhi
Hyundai,2016,Grand i10 ASTA (O) 1.2 KAPPA VTVT,Manual,54959,1st,Petrol,DL9C-AL9167,8426,430999,0,Sector-18,Delhi
Maruti,2017,Baleno DELTA CVT PETROL 1.2,Automatic,50509,1st,Petrol,DL8C-AR2940,10068,515000,0,Chhatarpur,Delhi
Toyota,2018,Innova Crysta 2.8 GX AT 7 STR,Automatic,86545,2nd,Diesel,DL1C-Z3842,41301,1598000,0,GIP Mall,Delhi
Mahindra,2020,XUV300 W6 1.5 DIESEL AMT,Automatic,14394,1st,Diesel,DL12-CS9229,16579,871000,0,Chhatarpur,Delhi
