Brand,Car Model,Car Name,Car Transmission,KM driven,Owner Type,Fuel Type,Registration ID,Monthly EMI,Car Price,Downpayment Amount,Location,City
Honda,2017,City 1.5L I-VTEC VX,Manual,88144,1st,Petrol,UP15-CF0151,13744,703000,0,Sector-18,Delhi
KIA,2020,SONET HTK PLUS 1.5,Manual,35537,1st,Diesel,HR98-A4141,16645,874000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Hyundai,2018,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,95564,1st,CNG,DL5C-Q1786,8231,421000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
MG,2020,HECTOR SHARP 1.5 DCT PETROL,Automatic,50365,2nd,Petrol,HR26-EH1362,26381,1386000,0,Parsvnath City Mall,Delhi
Tata,2023,PUNCH ADVENTURE AMT,Automatic,9734,1st,Petrol,DL12-CW2623,14135,723000,0,Chhatarpur,Delhi
Honda,2019,City 1.5L I-VTE V CVT,Automatic,69621,1st,Petrol,DL8C-AY5764,16312,857000,0,"Metro Walk, Rohini, New Delhi",Delhi
Hyundai,2017,Elite i20 SPORTZ 1.2,Manual,31781,1st,Petrol,HR26-DG8469,10889,557000,0,KW Delhi 6,Delhi
Hyundai,2015,i20 Active 1.2 SX,Manual,51090,1st,Petrol,DL8C-AM5323,9325,476999,0,Sector-18,Delhi
Maruti,2022,S Cross SIGMA 1.5,Manual,15983,1st,Petrol,HR51-CG8212,16750,880000,0,Parsvnath City Mall,Delhi
Hyundai,2019,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,26498,1st,Petrol,HR36-AF2688,9677,495000,0,Parsvnath City Mall,Delhi
Skoda,2018,Rapid STYLE 1.6 MPI AT,Automatic,69933,1st,Petrol,DL2C-AZ5462,14506,742000,0,Sector-18,Delhi
KIA,2022,SELTOS HTE 1.5 DIESEL,Manual,36166,1st,Diesel,HR49-J3196,21432,1126000,0,Parsvnath City Mall,Delhi
Mahindra,2023,BOLERO NEO N10 R,Manual,7258,1st,Diesel,HR26-FC6488,20481,1076000,0,Parsvnath City Mall,Delhi
Maruti,2019,IGNIS DELTA 1.2,Manual,37844,2nd,Petrol,DL12-CQ5860,8680,444000,0,Chhatarpur,Delhi
Maruti,2017,Alto 800 VXI,Manual,37773,1st,Petrol,DL2C-AX4176,5494,281000,0,"Metro Walk, Rohini, New Delhi",Delhi
Honda,2017,City 1.5L I-VTEC V MT,Manual,28321,1st,Petrol,DL3C-CM6532,13714,701000,0,GIP Mall,Delhi
Ford,2017,Ecosport AMBIENTE 1.5L PETROL,Manual,25973,1st,Petrol,HR29-AP2644,10655,545000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Maruti,2020,Dzire VXI,Manual,55785,1st,Petrol,HR26-EH4741,10401,532000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Skoda,2018,Rapid STYLE 1.6 MPI AT,Automatic,84850,1st,Petrol,HR26-DS8594,13677,700000,0,Parsvnath City Mall,Delhi
Tata,2019,NEXON XM DIESEL,Manual,68574,1st,Diesel,UP16-CK3440,13703,616000,0,KW Delhi 6,Delhi
Tata,2019,Harrier XZ 2.0L,Manual,72524,1st,Diesel,HR26-DX3259,22069,1015000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Hyundai,2016,Creta SX PLUS 1.6 PETROL,Manual,82518,2nd,Petrol,HR26-CU2453,12688,649000,0,Parsvnath City Mall,Delhi
Tata,2022,PUNCH CREATIVE 1.2 MT KAZIRANGA EDITION,Manual,14011,1st,Petrol,HR26-EU1955,14936,764000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Hyundai,2014,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,79864,1st,Petrol,HR20-AC4808,6940,312000,0,Parsvnath City Mall,Delhi
Honda,2023,City 1.5L I-VTEC ZX CVT,Automatic,4695,1st,Petrol,DL10-CV6522,28018,1472000,0,Chhatarpur,Delhi
Skoda,2018,Rapid STYLE 1.6 MPI AT,Automatic,48875,3rd,Petrol,HR26-DT1651,14448,739000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
KIA,2019,SELTOS GTX PLUS DCT 1.4 PETROL,Manual,24009,1st,Petrol,DL12-CR5219,28132,1478000,0,KW Delhi 6,Delhi
Hyundai,2021,Creta SX 1.5 DIESEL,Manual,25879,1st,Diesel,HR51-CD3786,26929,1415000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Hyundai,2013,Verna FLUIDIC 1.6 VTVT SX OPT,Manual,27360,1st,Petrol,DL12-CE6663,12035,457000,0,KW Delhi 6,Delhi
Maruti,2019,Swift ZXI PLUS AMT,Automatic,34142,2nd,Petrol,HR26-EA0671,12669,648000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Maruti,2015,Ciaz VXI+,Manual,45312,1st,Petrol,DL5C-E7682,9521,487000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Honda,2021,City 1.5L I-VTEC ZX,Manual,5404,1st,Petrol,DL4C-BA7906,23812,1251000,0,Chhatarpur,Delhi
Honda,2015,City 1.5L I-VTEC V MT,Manual,41122,1st,Petrol,DL4C-AW5486,10381,531000,0,Sector-18,Delhi
Volkswagen,2011,Vento TRENDLINE 1.6,Manual,47819,1st,Petrol,DL6C-J9235,10309,219000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Maruti,2017,Celerio VXI,Manual,67082,1st,Petrol,UP80-ED1631,7292,373000,0,GIP Mall,Delhi
Hyundai,2016,Creta SX PLUS 1.6 PETROL,Manual,91001,2nd,Petrol,DL9C-AU4289,13040,667000,0,Chhatarpur,Delhi
Nissan,2022,MAGNITE XL,Manual,28924,1st,Petrol,HR98-D9568,12414,635000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Honda,2018,Amaze 1.2L I-VTEC E,Manual,31478,1st,Petrol,HR26-DV4951,10147,519000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Maruti,2017,Wagon R 1.0 VXI+,Manual,45125,2nd,CNG,DL12-CM3777,7566,387000,0,"Metro Walk, Rohini, New Delhi",Delhi
KIA,2022,SONET HTK PLUS 1.0 IMT,Manual,32272,1st,Petrol,DL1C-AF3619,18718,983000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Tata,2020,ALTROZ XZ PETROL,Manual,25110,1st,Petrol,DL9C-AT8369,12473,638000,0,"Metro Walk, Rohini, New Delhi",Delhi
Nissan,2022,MAGNITE XV DUAL TONE,Manual,20512,1st,Petrol,DL14-CG2282,13431,687000,0,"Metro Walk, Rohini, New Delhi",Delhi
Maruti,2015,Celerio VXI AMT,Automatic,23107,3rd,Petrol,DL2C-AU6200,6628,339000,0,KW Delhi 6,Delhi
Maruti,2017,Baleno SIGMA PETROL 1.2,Manual,77425,2nd,CNG,DL7C-M8968,8915,455999,0,Chhatarpur,Delhi
Maruti,2022,Baleno DELTA PETROL 1.2,Manual,25782,1st,Petrol,HR30-Z7487,13666,699000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Volkswagen,2014,Polo HIGHLINE1.2L,Manual,24455,1st,Petrol,DL10-CC3504,8920,401000,0,Sector-18,Delhi
KIA,2020,SELTOS HTX PLUS 1.5 DIESEL,Manual,64742,1st,Diesel,UP14-EJ9608,20914,1099000,0,GIP Mall,Delhi
Maruti,2016,Baleno SIGMA PETROL 1.2,Manual,38258,1st,Petrol,DL1C-R6375,8739,447000,0,Chhatarpur,Delhi
Mahindra,2021,Thar LX PETROL HT 4WD AT,Automatic,38659,2nd,Petrol,HR98-G4354,25563,1343000,0,Parsvnath City Mall,Delhi
Nissan,2022,MAGNITE XV PREMIUM,Manual,8239,1st,Petrol,DL3C-CX3081,14663,750000,0,"Metro Walk, Rohini, New Delhi",Delhi
Hyundai,2017,Elite i20 SPORTZ 1.2,Manual,43456,1st,Petrol,UP14-DF1426,10557,540000,0,GIP Mall,Delhi
Hyundai,2021,Creta S 1.5 PETROL,Manual,20633,1st,Petrol,HR98-A5141,22251,1169000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Maruti,2018,Wagon R 1.0 LXI CNG,Manual,93315,1st,CNG,DL12-CN4956,7683,393000,0,"Metro Walk, Rohini, New Delhi",Delhi
Maruti,2016,Ciaz ZXI,Manual,26038,1st,Petrol,HR26-CY0334,11339,580000,0,Chhatarpur,Delhi
Honda,2015,Brio E MT,Manual,41772,3rd,Petrol,DL3C-CC9058,5337,273000,0,GIP Mall,Delhi
Maruti,2017,Baleno DELTA PETROL 1.2,Manual,89754,1st,Petrol,DL3C-CM1466,9013,461000,0,Chhatarpur,Delhi
Honda,2015,City 1.5L I-VTEC SV,Manual,101611,3rd,Petrol,HR51-BG6808,10255,461000,0,"Metro Walk, Rohini, New Delhi",Delhi
Maruti,2022,Swift ZXI PLUS,Manual,24626,1st,Petrol,DL3C-CW3817,14799,757000,0,Chhatarpur,Delhi
Maruti,2019,Alto K10 VXI,Manual,49670,1st,Petrol,UP16-CH2301,6960,356000,0,KW Delhi 6,Delhi
KIA,2022,SELTOS HTX PETROL 1.5,Manual,16721,1st,Petrol,DL3C-CW3549,27885,1465000,0,"Metro Walk, Rohini, New Delhi",Delhi
Honda,2018,Amaze 1.2L I-VTEC S OPT,Manual,50840,2nd,Petrol,UP32-JV2367,8485,434000,0,Sector-18,Delhi
Tata,2022,NEXON XM SUNROOF PETROL,Manual,13536,1st,Petrol,DL9C-AY2657,15836,832000,0,Chhatarpur,Delhi
Hyundai,2019,Creta SX 1.6 PETROL,Manual,20920,2nd,Petrol,DL10-CM7749,17759,933000,0,GIP Mall,Delhi
Honda,2018,WR-V 1.2L I-VTEC S MT,Manual,17932,2nd,Petrol,DL9C-AP7582,11691,598000,0,GIP Mall,Delhi
Hyundai,2015,Eon ERA +,Manual,86973,1st,Petrol,UP25-BK2496,4340,222000,0,KW Delhi 6,Delhi
Maruti,2022,Alto VXI,Manual,11209,1st,Petrol,DL9C-AY2105,7722,395000,0,KW Delhi 6,Delhi
Honda,2018,WR-V 1.2L I-VTEC VX MT,Manual,63232,1st,Petrol,DL10-CL1512,11613,594000,0,"Metro Walk, Rohini, New Delhi",Delhi
Hyundai,2018,Grand i10 ASTA 1.2 KAPPA VTVT,Manual,86970,2nd,CNG,HR06-AR8905,9345,478000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Maruti,2017,Wagon R 1.0 LXI CNG,Manual,117691,1st,CNG,HR51-BP3545,7496,337000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Maruti,2019,New Wagon-R VXI (O) 1.0,Manual,5438,1st,Petrol,DL1C-AB3004,9384,480000,0,KW Delhi 6,Delhi
Nissan,2022,MAGNITE XE,Manual,26453,1st,Petrol,HR26-EY1174,11476,587000,0,Parsvnath City Mall,Delhi
Renault,2019,Duster RXE PETROL,Manual,39254,1st,Petrol,DL10-CN0309,12766,653000,0,"Metro Walk, Rohini, New Delhi",Delhi
Maruti,2022,Baleno ZETA PETROL 1.2,Manual,15650,1st,Petrol,DL9C-AX7029,15249,780000,0,KW Delhi 6,Delhi
Maruti,2016,Ciaz VXI,Manual,123772,1st,Petrol,DL9C-AL8277,10410,468000,0,Sector-18,Delhi
Hyundai,2017,i20 Active 1.2 S,Manual,57201,1st,Petrol,UP32-HZ2382,10811,553000,0,Sector-18,Delhi
Maruti,2015,Swift LXI (O),Manual,87184,2nd,Petrol,DL12-CJ1175,6725,344000,0,Chhatarpur,Delhi
KIA,2022,CARENS LUXURY PLUS 1.5 DIESEL AT 6 STR,Manual,23444,2nd,Diesel,HR98-J8270,30264,1590000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Maruti,2014,Swift Dzire VXI,Manual,100878,1st,Petrol,DL2C-AU2637,6762,304000,0,Chhatarpur,Delhi
Maruti,2021,Alto LXI,Manual,16001,1st,Petrol,HR72-F8445,7507,384000,0,"Metro Walk, Rohini, New Delhi",Delhi
Maruti,2022,IGNIS DELTA 1.2,Manual,18015,1st,Petrol,HR10-AP7400,10968,561000,0,"Metro Walk, Rohini, New Delhi",Delhi
Honda,2023,Amaze 1.2L I-VTEC VX CVT,Automatic,8376,1st,Petrol,HR26-FA3635,16750,880000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Tata,2019,Harrier XZ 2.0L DARK EDITION,Manual,56690,2nd,Diesel,HR51-BY5004,24786,1140000,0,Parsvnath City Mall,Delhi
Hyundai,2010,Santro Xing GLS,Manual,55306,1st,Petrol,DL10-CA5638,11461,129000,0,Sector-18,Delhi
Tata,2019,Hexa Varicor 400 XM,Manual,45799,1st,Diesel,HR26-DZ4199,22677,1043000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Maruti,2020,Celerio LXI (O),Manual,54485,1st,Petrol,HR26-EJ9588,7585,388000,0,"Metro Walk, Rohini, New Delhi",Delhi
Hyundai,2015,Elite i20 MAGNA 1.2,Manual,60958,1st,Petrol,DL8C-AK3603,8954,458000,0,Chhatarpur,Delhi
KIA,2022,CARENS LUXURY PLUS 1.4 PETROL DCT 6 STR,Automatic,32364,1st,Petrol,DL3C-CV8409,30416,1598000,0,Chhatarpur,Delhi
Hyundai,2021,NEW I20 MAGNA 1.2 MT,Manual,32834,1st,Petrol,DL5C-S3548,12512,640000,0,Sector-18,Delhi
Renault,2019,TRIBER RXL MT,Manual,21595,1st,Petrol,DL3C-CS3277,9853,504000,0,Chhatarpur,Delhi
Maruti,2022,Alto LXI O,Manual,9442,2nd,Petrol,UP16-DH4417,7410,379000,0,KW Delhi 6,Delhi
Maruti,2017,Dzire VXI,Manual,33079,1st,Petrol,DL8C-AS2179,9736,498000,0,GIP Mall,Delhi
Maruti,2013,Swift LXI,Manual,61671,1st,Petrol,HR26-BZ0716,9191,349000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Honda,2015,City 1.5L I-VTEC VX,Manual,76925,1st,Petrol,DL3C-CC8131,10420,533000,0,KW Delhi 6,Delhi
Tata,2019,NEXON XMA DIESEL,Automatic,61857,1st,Diesel,UP16-CM0338,14704,661000,0,GIP Mall,Delhi
Hyundai,2019,Elite i20 MAGNA PLUS 1.4 CRDI,Manual,60699,1st,Diesel,UP14-DZ3287,14236,640000,0,Sector-18,Delhi
Volkswagen,2020,Vento HIGHLINE PLUS 1.0L TSI,Manual,43444,1st,Petrol,HR26-EN5595,19358,1017000,0,Parsvnath City Mall,Delhi
Hyundai,2018,Creta SX PLUS AT 1.6 PETROL,Automatic,67539,1st,Petrol,HR26-DN8224,16921,889000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Datsun,2020,Redi Go T,Manual,11300,1st,Petrol,HR26-EM1056,6471,331000,0,"Metro Walk, Rohini, New Delhi",Delhi
Hyundai,2015,Elite i20 ASTA 1.2,Manual,71875,1st,Petrol,HR26-CR9693,9443,483000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Tata,2020,ALTROZ XT PETROL,Manual,21656,1st,Petrol,DL7C-R9021,12278,628000,0,"Metro Walk, Rohini, New Delhi",Delhi
Hyundai,2014,i20 SPORTZ 1.2,Manual,33000,1st,Petrol,DL7C-P6301,8653,389000,0,Chhatarpur,Delhi
Hyundai,2017,Verna 1.6 VTVT SX (O) AT,Manual,101051,1st,Petrol,DL5C-P2052,17373,781000,0,KW Delhi 6,Delhi
Nissan,2022,MAGNITE XV TURBO,Manual,12963,1st,Petrol,DL3C-CV7558,14506,742000,0,Chhatarpur,Delhi
Maruti,2011,Swift LXI,Manual,28716,1st,Petrol,DL13-CA1451,9132,194000,0,Sector-18,Delhi
Maruti,2020,Baleno DELTA PETROL 1.2,Manual,25641,2nd,Petrol,HR49-H0201,10889,557000,0,Parsvnath City Mall,Delhi
Maruti,2019,New Wagon-R VXI 1.2,Manual,18748,1st,Petrol,HR51-BV2869,9607,491000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Tata,2018,TIGOR XM PETROL,Manual,39280,2nd,Petrol,DL8C-AT6595,8641,442000,0,"Metro Walk, Rohini, New Delhi",Delhi
Hyundai,2020,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Automatic,36645,1st,Petrol,DL1C-AC3751,12004,614000,0,KW Delhi 6,Delhi
Maruti,2016,Celerio ZXI AMT,Automatic,19572,1st,Petrol,DL3C-CE2855,8113,415000,0,Sector-18,Delhi
Maruti,2021,Swift VXI AMT,Manual,11486,1st,Petrol,DL9C-AW1995,12805,655000,0,Sector-18,Delhi
Tata,2022,NEXON XM PLUS SUNROOF PETROL,Manual,22251,1st,Petrol,HR50-J2703,15503,793000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Renault,2021,TRIBER RXL MT,Manual,42964,1st,Petrol,DL3C-CV2343,10010,512000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Toyota,2020,YARIS G MT,Manual,37411,1st,Petrol,UP32-LR3708,16407,861999,0,Sector-18,Delhi
Renault,2014,Duster RXL PETROL,Manual,54798,2nd,Petrol,HR26-CL5555,8876,399000,0,Parsvnath City Mall,Delhi
Hyundai,2013,Verna FLUIDIC 1.6 VTVT SX OPT,Manual,91163,1st,Petrol,DL3C-BZ6929,10876,413000,0,Sector-18,Delhi
Maruti,2023,New Wagon-R LXI CNG 1.0,Manual,25432,1st,CNG,DL8C-BG2967,12238,626000,0,Sector-18,Delhi
Tata,2022,Safari XZA PLUS DARK EDITION,Automatic,31676,1st,Diesel,HR26-EV3060,39343,2067000,0,Parsvnath City Mall,Delhi
Maruti,2017,Alto K10 VXI,Manual,65635,2nd,Petrol,DL8C-AR4021,6080,311000,0,Sector-18,Delhi
Honda,2021,WR-V 1.2L I-VTEC SV MT,Manual,8083,1st,Petrol,DL11-CC3835,15874,834000,0,GIP Mall,Delhi
Hyundai,2013,Santro Xing GL PLUS,Manual,32842,1st,Petrol,DL3C-BZ5374,5957,225999,0,"Metro Walk, Rohini, New Delhi",Delhi
Mahindra,2019,XUV300 W8 (O) 1.2 PETROL,Manual,58737,1st,Petrol,HR13-P4949,14291,731000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Maruti,2013,Wagon R 1.0 LXI,Manual,46814,1st,Petrol,HR08-R1786,5662,215000,0,"Metro Walk, Rohini, New Delhi",Delhi
Jeep,2019,Compass LONGITUDE (O) 2.0 DIESEL,Manual,87927,1st,Diesel,DL10-CM8549,23786,1094000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Maruti,2016,Ciaz VXI (O),Manual,79851,2nd,Petrol,DL8C-AC3480,9071,463999,0,KW Delhi 6,Delhi
Renault,2020,Kwid CLIMBER 1.0 AMT (O),Automatic,32626,1st,Petrol,DL9C-AT1399,8583,438999,0,Chhatarpur,Delhi
Renault,2017,Duster RXS CVT,Automatic,44242,1st,Petrol,HR26-DJ0165,12336,631000,0,Parsvnath City Mall,Delhi
Hyundai,2021,VENUE SX 1.0 TURBO IMT,Manual,50408,1st,Petrol,DL7C-S6582,16769,881000,0,"Metro Walk, Rohini, New Delhi",Delhi
Honda,2017,Jazz 1.2L I-VTEC V AT,Automatic,72553,3rd,Petrol,HR51-BQ9889,9286,475000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Hyundai,2016,Creta SX PLUS 1.6 PETROL,Manual,122276,1st,Petrol,UP16-BE9271,14879,669000,0,Sector-18,Delhi
Tata,2021,PUNCH CREATIVE AMT 1.2 RTN DUAL TONE,Manual,14582,1st,Petrol,HR98-C5193,15503,793000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Maruti,2015,Baleno DELTA PETROL 1.2,Manual,68791,1st,Petrol,DL1C-U4578,7918,405000,0,Sector-18,Delhi
Honda,2020,City 1.5L I-VTEC VX,Manual,35169,1st,Petrol,DL10-CN7932,17930,942000,0,"Metro Walk, Rohini, New Delhi",Delhi
Maruti,2018,Dzire ZXI AMT,Automatic,50746,1st,Petrol,DL11-CB9797,13079,669000,0,Sector-18,Delhi
Maruti,2017,Ciaz SIGMA 1.4 MT PETROL,Manual,43925,2nd,Petrol,DL8C-AS2457,10792,552000,0,Sector-18,Delhi
Tata,2019,Harrier XZ DARK EDITION,Manual,56111,2nd,Diesel,HR26-ED3450,26613,1224000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Maruti,2019,New Wagon-R VXI 1.2,Manual,9821,2nd,Petrol,DL8C-AY3844,9540,488000,0,"Metro Walk, Rohini, New Delhi",Delhi
Maruti,2020,Baleno ZETA PETROL 1.2,Manual,44402,1st,Petrol,UP65-DU9599,12414,635000,0,KW Delhi 6,Delhi
Hyundai,2023,NEW I20 ASTA (O) 1.2 MT,Manual,6800,1st,Petrol,HR98-H3087,17016,894000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Hyundai,2022,VENUE S+ 1.2,Manual,9796,1st,Petrol,HR13-S9116,16636,874000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Maruti,2017,Swift VXI,Manual,39133,2nd,Petrol,HR26-DB8458,8702,445000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Honda,2015,Amaze 1.2L I-VTEC SX,Manual,65475,1st,Petrol,HR51-BD8612,7327,375000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Hyundai,2018,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,40186,1st,Petrol,UP25-CL9236,8407,430000,0,GIP Mall,Delhi
Ford,2020,Ecosport TITANIUM 1.5L DIESEL,Manual,62541,1st,Diesel,DL11-CC3305,15722,826000,0,"Metro Walk, Rohini, New Delhi",Delhi
Hyundai,2016,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,48521,1st,Petrol,DL7C-T9899,7742,396000,0,KW Delhi 6,Delhi
Maruti,2015,Ciaz VXI+,Manual,41361,1st,Petrol,DL8C-AM6452,9795,501000,0,KW Delhi 6,Delhi
Hyundai,2016,Creta BASE 1.6 PETROL,Manual,45368,1st,Petrol,UP14-CY5421,13353,683000,0,Sector-18,Delhi
MG,2019,HECTOR SHARP 2.0 DIESEL,Manual,33306,1st,Diesel,DL8C-AZ1668,28874,1328000,0,Sector-18,Delhi
Tata,2021,Tiago XT LIMITED EDITION PETROL,Manual,28282,1st,Petrol,UP32-MC7345,10987,562000,0,KW Delhi 6,Delhi
Hyundai,2019,Elite i20 MAGNA PLUS 1.4 CRDI,Manual,62874,1st,Diesel,DL4C-AZ1779,14058,632000,0,"Metro Walk, Rohini, New Delhi",Delhi
Tata,2022,NEXON XZ PLUS PETROL,Manual,30719,1st,Petrol,HR98-E5215,16655,875000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Maruti,2018,IGNIS ALPHA 1.2,Manual,31802,1st,Petrol,HR26-DV4363,10850,555000,0,Parsvnath City Mall,Delhi
Maruti,2017,Baleno DELTA PETROL 1.2,Manual,65897,1st,Petrol,DL5C-N6683,8915,455999,0,Sector-18,Delhi
Maruti,2023,BREZZA ZXI SMART HYBRID,Manual,6785,1st,Petrol,UP16-EC5065,22974,1207000,0,Sector-18,Delhi
Maruti,2018,Baleno DELTA PETROL 1.2,Manual,57785,1st,Petrol,HR26-DR7951,9912,507000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Ford,2018,Ecosport TITANIUM + 1.5L DIESEL,Manual,84542,1st,Diesel,DL11-CB1640,15932,605000,0,"Metro Walk, Rohini, New Delhi",Delhi
Maruti,2022,Alto VXI,Manual,34574,1st,Petrol,HR26-EU9228,7664,392000,0,"Metro Walk, Rohini, New Delhi",Delhi
KIA,2021,SELTOS HTX 1.5 PETROL,Manual,9184,1st,Petrol,HR98-A4709,23716,1246000,0,Parsvnath City Mall,Delhi
Skoda,2021,Rapid MONTE CARLO TSI,Manual,43461,2nd,Petrol,DL10-CP7214,17036,894999,0,Chhatarpur,Delhi
Honda,2018,WR-V 1.2L I-VTEC VX MT,Manual,41090,1st,Petrol,DL10-CL3310,12981,664000,0,"Metro Walk, Rohini, New Delhi",Delhi
Maruti,2014,Wagon R 1.0 LXI,Manual,8964,1st,Petrol,DL2C-AU0810,6139,276000,0,"Metro Walk, Rohini, New Delhi",Delhi
Hyundai,2017,Creta E PLUS 1.6 PETROL,Manual,60310,1st,Petrol,HR26-DF3668,14193,726000,0,Parsvnath City Mall,Delhi
Nissan,2021,MAGNITE XV PREMIUM TURBO CVT,Automatic,20810,1st,Petrol,DL3C-CT7587,15380,808000,0,KW Delhi 6,Delhi
Honda,2018,Amaze 1.2L I-VTEC S,Manual,75552,1st,Petrol,UP16-BX5702,10127,518000,0,Sector-18,Delhi
Maruti,2022,Alto LXI O,Manual,4848,1st,Petrol,DL5C-T7368,7996,409000,0,KW Delhi 6,Delhi
Honda,2017,CRV 2.0L I-VTEC 2WD AT,Automatic,58208,1st,Petrol,DL1C-X8263,24173,1270000,0,Sector-18,Delhi
Hyundai,2011,i10 MAGNA 1.2,Manual,57449,2nd,Petrol,DL8C-T8147,8756,186000,0,KW Delhi 6,Delhi
Hyundai,2015,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,49462,2nd,Petrol,DL12-CG5362,6764,346000,0,KW Delhi 6,Delhi
Tata,2019,NEXON KRAZ MT DIESEL,Manual,63271,1st,Diesel,UP14-EH5394,14704,661000,0,KW Delhi 6,Delhi
Renault,2019,Duster RXS OPT CVT,Automatic,25864,1st,Petrol,DL12-CR5097,15269,781000,0,Sector-18,Delhi
Hyundai,2011,i20 MAGNA (O) 1.2,Manual,43674,1st,Petrol,DL10-CA9392,11768,250000,0,Chhatarpur,Delhi
Honda,2019,Amaze 1.2L I-VTEC S,Manual,37264,2nd,Petrol,DL10-CN5261,11222,574000,0,"Metro Walk, Rohini, New Delhi",Delhi
Hyundai,2021,Creta SX (O) 1.5 DIESEL,Manual,42584,1st,Diesel,HR51-CD0320,29427,1546000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Tata,2019,NEXON XZA PLUS DIESEL,Automatic,49634,1st,Diesel,UP14-ED1331,16706,751000,0,GIP Mall,Delhi
Renault,2021,Kwid CLIMBER 1.0 AMT (O),Automatic,27986,1st,Petrol,HR51-CD3088,8739,447000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Renault,2020,Kwid CLIMBER 1.0 AMT (O),Automatic,45704,2nd,Petrol,UP16-CP4006,8622,441000,0,KW Delhi 6,Delhi
Tata,2022,NEXON XZ PETROL,Manual,27385,1st,Petrol,DL1C-AF5290,16541,869000,0,"Metro Walk, Rohini, New Delhi",Delhi
Honda,2015,City 1.5L I-VTEC V MT,Manual,83104,2nd,Petrol,HR26-CR5032,10166,520000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Maruti,2016,Baleno DELTA PETROL 1.2,Manual,86478,1st,Petrol,HR26-DA8686,8465,433000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Maruti,2023,Swift VXI,Manual,10050,2nd,Petrol,HR72-H4330,14272,730000,0,Parsvnath City Mall,Delhi
Maruti,2023,Alto K10 LXI,Manual,14943,1st,Petrol,DL14-CH1673,9404,480999,0,KW Delhi 6,Delhi
Nissan,2022,MAGNITE XE,Manual,13843,1st,Petrol,HR26-ET1967,11711,599000,0,"Spaze Platinum, Sohna Road, Gu...",Delhi
Maruti,2022,Baleno DELTA PETROL 1.2,Manual,15546,1st,Petrol,HR29-AZ9360,13920,712000,0,"M3M Urbana, Golf Course Ext., ...",Delhi
Maruti,2022,Baleno ALPHA 1.2 AGS,Automatic,3102,1st,Petrol,DL8C-BD6277,17721,931000,0,"Metro Walk, Rohini, New Delhi",Delhi
Nissan,2022,MAGNITE XV PREMIUM TURBO CVT,Automatic,42637,1st,Petrol,UP16-DE8478,16236,852999,0,KW Delhi 6,Delhi
Volkswagen,2013,Polo COMFORTLINE 1.2L PETROL,Manual,70274,1st,Petrol,DL3C-BW1697,8084,307000,0,Sector-18,Delhi
