Brand,Car Model,Car Name,Car Transmission,KM driven,Owner Type,Fuel Type,Registration ID,Monthly EMI,Car Price,Downpayment Amount,Location,City
Hyundai,2015,Elite i20 SPORTZ 1.2,Manual,52497,1st,Petrol,MH01-BY6343,9091,465000,0,Mulund West,Mumbai
Honda,2016,City 1.5L I-VTEC SV,Manual,60664,2nd,Petrol,MH43-AW1765,9697,496000,0,Mulund West,Mumbai
Maruti,2019,IGNIS DELTA 1.2,Manual,37783,2nd,Petrol,MH04-KD2407,8504,434999,0,Goregaon,Mumbai
Maruti,2020,IGNIS ALPHA 1.2,Manual,20435,1st,Petrol,MH43-BU3290,11202,573000,0,Goregaon,Mumbai
Hyundai,2018,Creta SX AT 1.6 DIESEL,Automatic,107774,1st,Diesel,MH02-EZ5337,22308,1026000,0,Seawood,Mumbai
Maruti,2017,Ertiga ZDI + SHVS,Manual,44741,1st,Diesel,MH05-DH1397,16883,886999,0,Mulund West,Mumbai
KIA,2020,SELTOS GTX PLUS DCT 1.4 PETROL,Automatic,34698,1st,Petrol,MH04-KL3267,27247,1431000,0,Mulund West,Mumbai
Maruti,2014,Ertiga VXI CNG,Manual,111085,2nd,CNG,MH02-DN3917,18069,544000,0,Goregaon,Mumbai
Tata,2019,TIGOR XZ PLUS PETROL,Manual,87229,1st,Petrol,MH48-BH5207,9599,491000,0,Mulund West,Mumbai
Maruti,2020,Ciaz S 1.5 MT PETROL,Manual,42385,2nd,Petrol,MH40-CA0342,14841,759000,0,Mulund West,Mumbai
Tata,2023,NEXON XZA PLUS PETROL,Automatic,6437,1st,Petrol,MH47-BK0917,20785,1092000,0,Goregaon,Mumbai
Maruti,2023,New Wagon-R LXI 1.0,Manual,1958,1st,Petrol,MH47-BK2665,11515,589000,0,Goregaon,Mumbai
Hyundai,2014,i10 SPORTZ 1.1,Manual,49842,2nd,CNG,MH48-S8832,9898,298000,0,Mulund West,Mumbai
Hyundai,2016,Creta S 1.6 PETROL,Manual,48860,1st,Petrol,MH03-CB4090,14233,728000,0,Goregaon,Mumbai
Hyundai,2017,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,109662,1st,CNG,MH05-DH4364,9810,441000,0,Goregaon,Mumbai
Toyota,2022,URBAN CRUISER PREMIUM GRADE AT,Automatic,33986,1st,Petrol,MH01-EB3891,19434,1021000,0,Seawood,Mumbai
Hyundai,2016,Creta SX PLUS 1.6 PETROL,Manual,41441,1st,Petrol,MH01-CH1348,13959,714000,0,Seawood,Mumbai
Renault,2019,Kwid RXT 1.0 AMT,Manual,79343,2nd,Petrol,MH03-DG0785,7441,381000,0,Goregaon,Mumbai
Hyundai,2018,Creta SX (O) 1.6 PETROL,Manual,27420,1st,Petrol,MH02-EZ0084,19320,1015000,0,Mulund West,Mumbai
Maruti,2014,Swift Dzire ZDI,Manual,114899,2nd,Diesel,MH46-Z8904,12503,475000,0,Mulund West,Mumbai
Hyundai,2022,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,Manual,11942,1st,CNG,MH43-BY9884,13294,680000,0,Goregaon,Mumbai
Tata,2021,NEXON XZA PLUS (O) PETROL DARK EDITION,Automatic,48451,1st,Petrol,MH20-FX4050,19643,1032000,0,Mulund West,Mumbai
Nissan,2013,Micra XV CVT,Manual,68726,1st,Petrol,MH43-AN6624,8032,305000,0,Goregaon,Mumbai
Hyundai,2019,NEW SANTRO MAGNA,Manual,16445,1st,Petrol,MH05-DS9285,8504,434999,0,Mulund West,Mumbai
Honda,2015,City 1.5L I-VTEC VX,Manual,100831,1st,Petrol,MH01-BY7255,10455,470000,0,Goregaon,Mumbai
Maruti,2016,Swift VXI O,Manual,35970,1st,Petrol,MH46-AU5153,9013,461000,0,Goregaon,Mumbai
Honda,2012,City 1.5L I-VTEC S MT,Manual,80218,1st,Petrol,MH01-BF1300,10496,316000,0,Seawood,Mumbai
Toyota,2011,Etios Liva G,Manual,77595,1st,Petrol,MH43-AJ4942,11768,250000,0,Mulund West,Mumbai
Hyundai,2019,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Automatic,47261,1st,Petrol,MH05-EA4824,11746,601000,0,Goregaon,Mumbai
Tata,2020,ALTROZ XZ PETROL,Manual,71356,1st,Petrol,MH05-EJ0823,13490,690000,0,Mulund West,Mumbai
Maruti,2019,Ciaz DELTA 1.5 SHVS MT PETROL,Manual,11136,1st,Petrol,MH02-FE1916,14545,744000,0,Mulund West,Mumbai
Hyundai,2017,Creta SX PLUS AT 1.6 DIESEL,Automatic,79624,1st,Diesel,MH02-EU2327,19034,1000000,0,Mulund West,Mumbai
Maruti,2017,Baleno DELTA CVT PETROL 1.2,Automatic,23959,1st,Petrol,MH03-CM8836,10635,544000,0,Goregaon,Mumbai
Hyundai,2017,Creta SX PLUS 1.6 DIESEL SPECIAL EDITION,Manual,55424,1st,Diesel,MH05-DH1846,17093,898000,0,Goregaon,Mumbai
Maruti,2018,Baleno ZETA PETROL 1.2,Manual,54530,1st,Petrol,MH43-BK5846,10342,529000,0,Mulund West,Mumbai
Maruti,2015,Swift VXI,Manual,76928,2nd,Petrol,MH01-BY3310,7859,401999,0,Goregaon,Mumbai
Hyundai,2016,Elite i20 ASTA 1.2,Manual,62056,3rd,Petrol,MH05-CV0336,9404,480999,0,Goregaon,Mumbai
Maruti,2014,Celerio VXI,Manual,66046,2nd,Petrol,MH03-BJ8096,6896,310000,0,Mulund West,Mumbai
Hyundai,2017,Xcent SX 1.2 (O),Manual,35408,1st,Petrol,MH03-CM8842,9462,484000,0,Goregaon,Mumbai
Volkswagen,2020,Vento HIGHLINE PLUS 1.0L TSI AT,Automatic,89509,1st,Petrol,MH10-DL5181,16997,893000,0,Mulund West,Mumbai
Hyundai,2017,Elite i20 SPORTZ 1.2,Manual,41718,2nd,Petrol,MH01-CP4587,9306,476000,0,Mulund West,Mumbai
Honda,2014,City 1.5L I-VTEC V MT,Manual,61455,1st,Petrol,MH03-BS2655,10054,451999,0,Mulund West,Mumbai
Hyundai,2016,Elite i20 ASTA 1.2,Manual,42817,1st,Petrol,MH03-CK0344,11261,576000,0,Goregaon,Mumbai
Hyundai,2014,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,37525,1st,Petrol,MH02-DJ7849,7897,355000,0,Mulund West,Mumbai
Honda,2019,Amaze 1.5L I-DTEC V CVT,Automatic,55583,1st,Diesel,MH47-AN1136,14624,748000,0,Mulund West,Mumbai
Honda,2017,WR-V 1.2L I-VTEC VX MT,Manual,87905,2nd,Petrol,MH43-BK0924,11191,572000,0,Goregaon,Mumbai
Maruti,2015,Wagon R 1.0 VXI,Manual,30942,2nd,Petrol,MH48-AC5103,6315,323000,0,Mulund West,Mumbai
Honda,2018,City 1.5L I-VTEC VX,Manual,31998,1st,Petrol,MH04-JV0245,16522,868000,0,Goregaon,Mumbai
Maruti,2018,Baleno ALPHA CVT PETROL 1.2,Automatic,88152,1st,Petrol,MH01-DB4618,11300,578000,0,Goregaon,Mumbai
Hyundai,2011,i10 SPORTZ 1.2,Manual,32786,1st,Petrol,MH02-CD1194,10639,225999,0,Goregaon,Mumbai
Maruti,2017,Dzire VDI AMT,Automatic,36258,2nd,Diesel,MH47-AB0687,12141,621000,0,Goregaon,Mumbai
Ford,2017,Ecosport TREND 1.5L DIESEL,Manual,38957,1st,Diesel,MH03-CM6409,13177,674000,0,Goregaon,Mumbai
Maruti,2019,IGNIS DELTA 1.2,Manual,16694,1st,Petrol,MH47-AG7745,9071,463999,0,Goregaon,Mumbai
Maruti,2020,S PRESSO VXI (O) AMT,Automatic,13440,1st,Petrol,MH47-AU8859,9521,487000,0,Mulund West,Mumbai
Maruti,2017,Baleno ZETA CVT PETROL 1.2,Automatic,77650,1st,Petrol,MH03-CS3405,10303,527000,0,Goregaon,Mumbai
Maruti,2016,Ertiga VDI SHVS,Manual,68351,1st,Diesel,MH48-AK6793,13900,711000,0,Seawood,Mumbai
Maruti,2017,Wagon R 1.0 VXI AMT,Automatic,65156,1st,Petrol,MH47-W0767,7091,363000,0,Seawood,Mumbai
Volkswagen,2014,Polo HIGHLINE1.2L,Manual,41264,1st,Petrol,MH02-DJ3758,8631,388000,0,Mulund West,Mumbai
Honda,2015,City 1.5L I-VTEC SV,Manual,61177,2nd,Petrol,MH02-DW1584,9388,480000,0,Goregaon,Mumbai
Honda,2017,City 1.5L I-VTE V CVT,Manual,68950,1st,Petrol,MH02-EK6760,13157,673000,0,Mulund West,Mumbai
Honda,2018,City 1.5L I-VTE V CVT,Automatic,63253,2nd,Petrol,MH01-DB4662,13666,699000,0,Mulund West,Mumbai
Honda,2015,City 1.5L I-VTEC V MT,Manual,73939,2nd,Petrol,MH03-BW7001,8915,455999,0,Goregaon,Mumbai
Maruti,2018,Ciaz ZETA 1.4 AT PETROL,Automatic,53796,2nd,Petrol,MH02-EU8542,12688,649000,0,Goregaon,Mumbai
Renault,2017,Duster RXS CVT,Automatic,63627,1st,Petrol,MH03-CS6979,11828,605000,0,Goregaon,Mumbai
Maruti,2017,Baleno SIGMA PETROL 1.2,Manual,76316,2nd,Petrol,MH47-W2674,8563,438000,0,Mulund West,Mumbai
Tata,2019,Tiago XZA PLUS PETROL,Automatic,18218,1st,Petrol,MH05-EA7793,11046,565000,0,Goregaon,Mumbai
Hyundai,2013,i10 MAGNA 1.1,Manual,47502,1st,Petrol,MH48-P4784,6899,262000,0,Mulund West,Mumbai
Maruti,2017,IGNIS DELTA 1.2,Manual,30176,1st,Petrol,MH47-W6310,8758,448000,0,Mulund West,Mumbai
Hyundai,2016,Elite i20 ASTA 1.2,Manual,76293,2nd,Petrol,MH04-HF2014,9169,469000,0,Goregaon,Mumbai
Maruti,2012,Swift Dzire ZXI,Manual,33997,2nd,Petrol,MH05-BL4775,12156,366000,0,Mulund West,Mumbai
Jeep,2021,Compass SPORT 1.4 PETROL DCT,Automatic,21250,2nd,Petrol,MH47-AY6724,31273,1643000,0,Mulund West,Mumbai
Hyundai,2016,Creta SX PLUS AT 1.6 PETROL,Automatic,45445,1st,Petrol,MH02-EK4485,17245,906000,0,Goregaon,Mumbai
Hyundai,2015,Elite i20 SPORTZ 1.2,Manual,30141,2nd,Petrol,MH02-EE0437,8543,437000,0,Mulund West,Mumbai
Nissan,2021,MAGNITE XV PREMIUM,Manual,47127,1st,Petrol,MH46-BV6745,13685,700000,0,Mulund West,Mumbai
Hyundai,2018,Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,65001,1st,Petrol,MH46-BE5266,10440,534000,0,Seawood,Mumbai
Hyundai,2017,Creta SX PLUS AT 1.6 PETROL,Automatic,91055,2nd,Petrol,MH01-CT0876,16712,877999,0,Goregaon,Mumbai
Tata,2021,Tiago XZA PLUS DUAL TONE PETROL,Automatic,34270,1st,Petrol,MH46-BV5627,11763,602000,0,Goregaon,Mumbai
Maruti,2020,New Wagon-R LXI CNG 1.0,Manual,12760,2nd,CNG,MH43-BU4536,10283,526000,0,Mulund West,Mumbai
Tata,2021,Tiago XZA PLUS PETROL,Automatic,42450,2nd,Petrol,MH04-KR3055,10616,543000,0,Seawood,Mumbai
Hyundai,2014,Elite i20 SPORTZ 1.2,Manual,55182,1st,Petrol,MH01-BU8160,9743,438000,0,Goregaon,Mumbai
Maruti,2015,Celerio VXI CNG,Manual,52929,1st,CNG,MH43-AT2593,10086,383000,0,Mulund West,Mumbai
Tata,2022,ALTROZ XZA PLUS,Automatic,2973,1st,Petrol,MH02-FR9330,17797,935000,0,Goregaon,Mumbai
Hyundai,2017,New Elantra 2.0 SX(O) AT PETROL,Automatic,76064,2nd,Petrol,MH47-W0852,15855,833000,0,Mulund West,Mumbai
Mahindra,2017,XUV500 W10 AT,Automatic,84784,1st,Diesel,MH02-EP0452,19872,1044000,0,Mulund West,Mumbai
Mahindra,2019,XUV300 W8 (O) 1.2 PETROL,Manual,69490,1st,Petrol,MH05-EA4132,15073,771000,0,Mulund West,Mumbai
Honda,2017,City 1.5L I-VTE V CVT,Automatic,42660,1st,Petrol,MH01-CT6489,14272,730000,0,Seawood,Mumbai
Honda,2021,City 1.5L I-VTEC ZX CVT,Automatic,22827,1st,Petrol,MH02-FN5574,25506,1340000,0,Mulund West,Mumbai
Maruti,2017,Ertiga ZDI + SHVS,Manual,94511,1st,Diesel,MH46-BA3491,16951,891000,0,Mulund West,Mumbai
Mahindra,2019,XUV300 W8 1.5 DIESEL,Manual,80839,1st,Diesel,MH02-FE1504,15760,827999,0,Seawood,Mumbai
Hyundai,2019,New Elantra 2.0 SX(O) AT PETROL,Automatic,43333,2nd,Petrol,MH47-AG7524,21451,1127000,0,Mulund West,Mumbai
Maruti,2021,New Wagon-R VXI (O) 1.2,Manual,19528,2nd,Petrol,MH03-DU6748,10518,538000,0,Goregaon,Mumbai
Hyundai,2017,Creta E PLUS 1.6 PETROL,Manual,89434,1st,Petrol,MH01-CT1385,13724,702000,0,Goregaon,Mumbai
Hyundai,2013,i10 MAGNA 1.1,Manual,32961,2nd,Petrol,MH02-CW5750,6294,239000,0,Goregaon,Mumbai
Hyundai,2015,Xcent SX 1.2,Manual,64152,1st,Petrol,MH43-AT3716,7898,404000,0,Goregaon,Mumbai
Maruti,2016,Baleno DELTA PETROL 1.2,Manual,62766,2nd,CNG,MH05-CV5875,10922,491000,0,Goregaon,Mumbai
Maruti,2022,S PRESSO VXI (O) CNG,Manual,31772,1st,CNG,MH04-KW8084,9756,499000,0,Mulund West,Mumbai
Hyundai,2017,Creta SX PLUS AT 1.6 PETROL,Automatic,86283,1st,Petrol,MH01-CP7778,16027,842000,0,Mulund West,Mumbai
Hyundai,2015,Creta S 1.6 PETROL,Manual,76643,2nd,Petrol,MH04-GZ4354,13001,665000,0,Goregaon,Mumbai
Hyundai,2015,Xcent S 1.2,Manual,65203,2nd,Petrol,MH46-AL6102,7273,372000,0,Goregaon,Mumbai
Hyundai,2018,NEW SANTRO SPORTZ CNG,Manual,91265,1st,CNG,MH04-JV1633,9208,471000,0,Mulund West,Mumbai
MG,2019,HECTOR SHARP 1.5 DCT PETROL,Automatic,18601,2nd,Petrol,MH43-BN7284,27580,1449000,0,Mulund West,Mumbai
Ford,2018,FREESTYLE TITANIUM 1.2 PETROL,Manual,28974,2nd,Petrol,MH12-QY1273,9834,503000,0,Goregaon,Mumbai
Maruti,2018,Ciaz ZETA 1.5 SHVS MT PETROL,Manual,18001,1st,Petrol,MH02-FE3860,14467,740000,0,Mulund West,Mumbai
Hyundai,2017,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,42241,1st,Petrol,MH03-CS0650,8152,417000,0,Mulund West,Mumbai
Toyota,2018,Corolla Altis VL CVT PETROL,Automatic,74221,1st,Petrol,MH46-BE4986,18958,996000,0,Mulund West,Mumbai
Toyota,2017,Corolla Altis VL CVT PETROL,Automatic,56591,1st,Petrol,MH02-EP5370,20024,1052000,0,Mulund West,Mumbai
Maruti,2018,Celerio VXI CNG,Manual,74536,1st,CNG,MH04-JM6120,8192,419000,0,Goregaon,Mumbai
Hyundai,2013,i10 MAGNA 1.2,Manual,69725,2nd,Petrol,MH12-JZ8402,7084,269000,0,Goregaon,Mumbai
Hyundai,2011,i20 SPORTZ (O) 1.2,Manual,72888,1st,Petrol,MH01-AX6413,12804,272000,0,Seawood,Mumbai
Maruti,2020,Ciaz ALPHA AT 1.5 SHVS PETROL,Automatic,27994,1st,Petrol,MH02-FJ2448,16103,846000,0,Mulund West,Mumbai
Maruti,2019,S Cross ZETA 1.3,Manual,50117,1st,Diesel,MH48-BH7449,15855,833000,0,Goregaon,Mumbai
Maruti,2017,Swift VXI,Manual,57535,2nd,Petrol,MH04-HX0624,9619,492000,0,Goregaon,Mumbai
Maruti,2014,Wagon R 1.0 LXI CNG,Manual,78327,2nd,CNG,MH04-GM3840,10695,322000,0,Mulund West,Mumbai
Hyundai,2022,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,Manual,28444,1st,CNG,MH46-CE8606,13666,699000,0,Goregaon,Mumbai
Hyundai,2019,Creta SX AT 1.6 PETROL,Automatic,27780,1st,Petrol,MH47-AG7969,21052,1106000,0,Seawood,Mumbai
Maruti,2017,Baleno ZETA PETROL 1.2,Manual,53969,1st,Petrol,MH02-EP0824,9990,511000,0,Goregaon,Mumbai
Ford,2016,Ecosport TITANIUM 1.5L PETROL AT,Automatic,41949,1st,Petrol,MH04-HM6818,11691,598000,0,Mulund West,Mumbai
Honda,2017,WR-V 1.5L I-DTEC S MT,Manual,71092,1st,Diesel,MH03-CM5398,12825,656000,0,Goregaon,Mumbai
Hyundai,2014,Elite i20 SPORTZ 1.2,Manual,60620,1st,Petrol,MH02-DS7361,9657,434000,0,Goregaon,Mumbai
Hyundai,2016,Elite i20 ASTA 1.2,Manual,82023,1st,Petrol,MH47-K2628,10147,519000,0,Goregaon,Mumbai
Hyundai,2017,Creta SX PLUS AT 1.6 PETROL,Automatic,60410,2nd,Petrol,MH04-HX0741,16122,847000,0,Mulund West,Mumbai
Hyundai,2016,Creta SX PLUS AT 1.6 PETROL,Automatic,56441,1st,Petrol,MH04-HU1036,17778,934000,0,Mulund West,Mumbai
Hyundai,2018,New Elantra 1.6 SX (O) AT DIESEL,Automatic,48054,2nd,Diesel,MH02-EZ0018,20690,1087000,0,Mulund West,Mumbai
Maruti,2018,Baleno ALPHA CVT PETROL 1.2,Automatic,33155,2nd,Petrol,MH02-EZ6839,12258,627000,0,Mulund West,Mumbai
Tata,2022,TIGOR XZ PLUS CNG,Manual,18323,2nd,CNG,MH46-CE8913,14663,750000,0,Seawood,Mumbai
Maruti,2014,Swift Dzire ZDI,Manual,113423,2nd,Diesel,MH12-KY4406,13694,520000,0,Mulund West,Mumbai
Hyundai,2012,i10 SPORTZ 1.2,Manual,65054,3rd,Petrol,MH03-BE8865,6809,204999,0,Mulund West,Mumbai
Tata,2023,TIGOR XZA PLUS PETROL,Automatic,8683,1st,Petrol,MH47-BK4125,13900,711000,0,Mulund West,Mumbai
Volkswagen,2016,Ameo HIGHLINE1.2L,Manual,10117,2nd,Petrol,MH01-CP4081,8915,455999,0,Mulund West,Mumbai
Maruti,2021,Celerio ZXI (O),Manual,22897,1st,Petrol,MH06-CD9192,10088,516000,0,Seawood,Mumbai
Maruti,2022,S PRESSO VXI+,Manual,10815,1st,Petrol,MH03-EB0515,9716,497000,0,Goregaon,Mumbai
Hyundai,2016,Creta SX PLUS AT 1.6 PETROL,Automatic,57440,3rd,Petrol,MH01-CH5969,15582,797000,0,Goregaon,Mumbai
Renault,2019,TRIBER RXE MT,Manual,5733,2nd,Petrol,MH02-FJ1432,10049,513999,0,Goregaon,Mumbai
Ford,2018,Ecosport TREND 1.5L DIESEL,Manual,87593,2nd,Diesel,MH43-BK8218,13451,688000,0,Mulund West,Mumbai
Maruti,2014,Ertiga VXI CNG,Manual,67046,1st,CNG,MH02-DS9305,20825,627000,0,Mulund West,Mumbai
Hyundai,2018,Creta SX AT 1.6 PETROL,Manual,57206,1st,Petrol,MH01-DB6345,20252,1064000,0,Goregaon,Mumbai
Maruti,2017,Swift VXI,Manual,47322,1st,Petrol,MH05-DH0113,10107,517000,0,Goregaon,Mumbai
Maruti,2019,New Wagon-R LXI CNG 1.0,Manual,66684,2nd,CNG,MH43-BU0271,9691,496000,0,Goregaon,Mumbai
Tata,2022,NEXON XZ PLUS PETROL,Manual,18598,1st,Petrol,MH16-CY4574,17841,936999,0,Mulund West,Mumbai
Maruti,2013,Swift Dzire ZDI,Manual,120050,1st,Diesel,MH01-BG6796,15179,457000,0,Mulund West,Mumbai
Honda,2015,City 1.5L I-VTEC VX,Manual,75533,1st,Petrol,MH02-DZ4140,10948,560000,0,Goregaon,Mumbai
Tata,2019,NEXON XZA PLUS DIESEL,Automatic,99105,2nd,Diesel,MH04-JV4655,15779,828999,0,Goregaon,Mumbai
Maruti,2021,New Wagon-R LXI CNG 1.0,Manual,23233,1st,CNG,MH03-DU6610,11613,594000,0,Mulund West,Mumbai
Hyundai,2018,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,38780,1st,Petrol,MH47-AB8089,9202,471000,0,Mulund West,Mumbai
Maruti,2022,New Wagon-R ZXI 1.2,Manual,20987,1st,Petrol,MH05-FB3370,12199,624000,0,Seawood,Mumbai
Toyota,2019,Glanza G CVT,Automatic,16870,2nd,Petrol,MH47-AN8175,13275,679000,0,Seawood,Mumbai
Hyundai,2016,Creta SX PLUS AT 1.6 PETROL,Automatic,73228,1st,Petrol,MH02-EK3669,15265,802000,0,Mulund West,Mumbai
Maruti,2022,BREZZA ZXI SMART HYBRID DUAL TONE,Manual,11537,1st,Petrol,MH04-LH1304,22194,1166000,0,Mulund West,Mumbai
Honda,2019,Jazz 1.2L I-VTEC VX CVT,Automatic,46371,1st,Petrol,MH01-DK8145,13451,688000,0,Goregaon,Mumbai
Hyundai,2016,Creta S 1.6 PETROL,Manual,45568,1st,Petrol,MH02-EE8135,13626,697000,0,Goregaon,Mumbai
Maruti,2017,Baleno ALPHA CVT PETROL 1.2,Automatic,46651,2nd,Petrol,MH03-CS0894,10498,537000,0,Mulund West,Mumbai
Maruti,2017,IGNIS DELTA 1.2 AMT,Automatic,48719,2nd,Petrol,MH01-CP7337,8974,459000,0,Goregaon,Mumbai
Hyundai,2013,i10 MAGNA 1.1,Manual,34862,2nd,Petrol,MH02-CV9601,6373,242000,0,Goregaon,Mumbai
Honda,2017,City 1.5L I-VTE V CVT,Automatic,99738,1st,Petrol,MH46-BA7525,13802,706000,0,Mulund West,Mumbai
Hyundai,2016,Creta SX PLUS AT 1.6 DIESEL,Automatic,70630,2nd,Diesel,MH04-HM1217,16388,861000,0,Mulund West,Mumbai
Hyundai,2017,Grand i10 ASTA 1.2 KAPPA VTVT,Manual,44823,1st,Petrol,MH03-CM9836,9032,462000,0,Goregaon,Mumbai
Hyundai,2016,Elite i20 SPORTZ 1.2,Manual,73601,2nd,Petrol,MH47-Q3579,8895,455000,0,Mulund West,Mumbai
Hyundai,2014,i10 SPORTZ 1.1,Manual,21258,1st,Petrol,MH05-CH3253,7185,323000,0,Mulund West,Mumbai
Maruti,2014,Swift VXI,Manual,70860,2nd,Petrol,MH02-DN9388,7986,359000,0,Mulund West,Mumbai
Hyundai,2011,i20 SPORTZ 1.2,Manual,122248,1st,Petrol,MH03-AZ5373,11298,240000,0,Mulund West,Mumbai
Mahindra,2021,XUV300 W6 1.5 DIESEL AMT,Automatic,38524,1st,Diesel,MH47-AY1705,17664,927999,0,Goregaon,Mumbai
Maruti,2017,Wagon R 1.0 LXI CNG,Manual,62850,3rd,CNG,MH05-DH1011,7351,376000,0,Goregaon,Mumbai
Toyota,2011,Etios Liva G,Manual,75420,1st,Petrol,MH05-AX3915,13086,278000,0,Goregaon,Mumbai
Maruti,2013,Wagon R Stingray VXI,Manual,35954,1st,Petrol,MH04-GJ2263,8361,317000,0,Goregaon,Mumbai
Tata,2020,ALTROZ XZ PETROL,Manual,27102,1st,Petrol,MH47-AU5357,13978,715000,0,Mulund West,Mumbai
Hyundai,2016,Elite i20 SPORTZ 1.2,Manual,52544,3rd,Petrol,MH04-HU1206,8555,438000,0,Goregaon,Mumbai
Maruti,2019,S PRESSO VXI+,Manual,8458,1st,Petrol,MH46-BQ3206,8524,436000,0,Goregaon,Mumbai
Maruti,2016,Ertiga VDI SHVS,Manual,83215,1st,Diesel,MH04-HF9335,13767,704000,0,Mulund West,Mumbai
Maruti,2021,New Wagon-R LXI CNG (O) 1.0,Manual,50418,1st,CNG,MH12-TD9581,11828,605000,0,Goregaon,Mumbai
Renault,2019,TRIBER RXZ,Manual,56210,1st,Petrol,MH43-BU0716,12512,640000,0,Seawood,Mumbai
Maruti,2017,IGNIS DELTA 1.2,Manual,56219,2nd,CNG,MH12-PH6801,8602,440000,0,Goregaon,Mumbai
Maruti,2022,New Wagon-R LXI 1.0,Manual,31378,1st,Petrol,MH48-CC6624,11261,576000,0,Mulund West,Mumbai
Hyundai,2018,Creta SX AT 1.6 PETROL,Automatic,50441,1st,Petrol,MH48-BH0006,20176,1060000,0,Goregaon,Mumbai
Mahindra,2021,XUV300 W6 1.2 PETROL AMT,Automatic,17985,1st,Petrol,MH03-DU9494,17074,897000,0,Mulund West,Mumbai
Tata,2019,NEXON XZA PLUS DIESEL,Automatic,51506,2nd,Diesel,MH04-KD4586,16445,864000,0,Goregaon,Mumbai
Hyundai,2017,Creta SX PLUS AT 1.6 PETROL,Automatic,90305,1st,Petrol,MH46-BA5115,16350,859000,0,Goregaon,Mumbai
Toyota,2017,Corolla Altis VL CVT PETROL,Automatic,61520,1st,Petrol,MH47-AB1659,20195,1061000,0,Mulund West,Mumbai
Hyundai,2018,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,45213,1st,Petrol,MH05-DS4309,9228,472000,0,Mulund West,Mumbai
Maruti,2017,Celerio VXI CNG,Manual,49606,1st,CNG,MH05-DH0982,8387,429000,0,Seawood,Mumbai
Skoda,2018,Rapid STYLE 1.5 TDI AT,Automatic,119830,1st,Diesel,MH47-AG9110,15800,710000,0,Mulund West,Mumbai
Honda,2017,Jazz 1.2L I-VTEC SV,Manual,25602,2nd,Petrol,MH03-CS5463,9228,472000,0,Goregaon,Mumbai
Hyundai,2022,GRAND I10 NIOS ASTA AMT 1.2 KAPPA VTVT,Automatic,16539,1st,Petrol,MH01-DX8764,15406,788000,0,Goregaon,Mumbai
Hyundai,2011,i10 SPORTZ 1.2,Manual,30375,3rd,Petrol,MH03-AZ4909,10497,223000,0,Goregaon,Mumbai
Maruti,2023,BREZZA ZXI SMART HYBRID,Manual,10117,1st,Petrol,MH47-BK5276,23907,1256000,0,Goregaon,Mumbai
Skoda,2013,Rapid ACTIVE 1.6 MPI MT PLUS,Manual,90993,1st,Petrol,MH02-DG8274,9533,362000,0,Mulund West,Mumbai
Maruti,2012,Wagon R 1.0 VXI,Manual,43569,2nd,Petrol,MH02-CL4274,8281,249000,0,Seawood,Mumbai
Volkswagen,2012,Vento HIGHLINE 1.6 MPI,Manual,93393,1st,Petrol,MH01-BG2582,10595,319000,0,Mulund West,Mumbai
Hyundai,2019,Creta SX 1.6 PETROL,Manual,70430,2nd,Petrol,MH03-DG2416,16674,876000,0,Goregaon,Mumbai
Tata,2019,NEXON XZA PLUS PETROL,Automatic,61806,1st,Petrol,MH47-AN2319,15425,789000,0,Mulund West,Mumbai
Honda,2018,WR-V 1.2L I-VTEC VX MT,Manual,45344,1st,Petrol,MH47-AG7888,12375,633000,0,Seawood,Mumbai
Hyundai,2017,Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,40049,2nd,Petrol,MH04-JB2917,10147,519000,0,Goregaon,Mumbai
Tata,2019,NEXON XZA PLUS PETROL,Automatic,18707,1st,Petrol,MH01-DE5189,16202,851000,0,Goregaon,Mumbai
Maruti,2020,S PRESSO VXI CNG,Manual,66992,1st,CNG,MH04-KL4761,8250,422000,0,Mulund West,Mumbai
Hyundai,2013,i10 SPORTZ 1.2,Manual,72416,1st,Petrol,MH02-CW6568,7373,280000,0,Goregaon,Mumbai
Honda,2015,City 1.5L I-VTEC SV,Manual,41887,2nd,Petrol,MH05-CH4903,10068,515000,0,Goregaon,Mumbai
Hyundai,2014,Xcent S 1.2,Manual,42400,1st,Petrol,MH41-V5956,9076,408000,0,Seawood,Mumbai
Hyundai,2018,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,32331,1st,Petrol,MH01-DE2414,9795,501000,0,Goregaon,Mumbai
Maruti,2021,New Wagon-R LXI CNG 1.0,Manual,30981,1st,CNG,MH05-EJ9858,11887,608000,0,Mulund West,Mumbai
Hyundai,2015,i10 MAGNA 1.1,Manual,55760,2nd,Petrol,MH02-DW3371,6172,316000,0,Seawood,Mumbai
